draft_year,pick,player,cluster,cluster_label,pca_x,pca_y,age_at_draft,height,weight,wingspan,has_combine,pos,ws_first4,surplus
2002,33,Vincent Yarbrough,0,wings/mid-size,-0.04782393558888675,-0.7643586118378348,21.0,77.5,202.0,84.5,True,SG,1.0,-2.8285714285714283
2002,34,Dan Gadzuric,0,wings/mid-size,0.018432698980752754,-0.06001587328475859,24.0,77.75,214.0,82.75,False,C,12.6,8.953333333333333
2002,35,Carlos Boozer,1,bigs,2.320189487285249,0.977132284150948,21.0,79.75,258.0,86.25,True,PF,22.9,18.909523809523808
2002,36,Milos Vujanic,0,wings/mid-size,0.018432698980752754,-0.06001587328475859,21.0,77.75,214.0,82.75,False,SG,0.0,-4.434285714285714
2002,37,David Andersen,0,wings/mid-size,0.018432698980752754,-0.06001587328475859,21.0,77.75,214.0,82.75,False,SG,0.0,-4.303809523809524
2002,38,Tito Maddox,2,small guards,-2.030213243322509,0.5384819472512622,21.0,75.0,200.0,77.0,True,SG,0.0,-4.083809523809523
2002,39,Rod Grizzard,0,wings/mid-size,-0.27892775106964035,-1.123627751648672,21.0,78.0,193.0,84.0,True,SG,0.0,-4.023809523809524
2002,40,Juan Carlos Navarro,0,wings/mid-size,0.018432698980752754,-0.06001587328475859,21.0,77.75,214.0,82.75,False,SG,0.0,-3.8761904761904757
2002,41,Mario Kasun,1,bigs,2.7511222782689764,0.9359607174063067,22.0,83.75,260.0,83.5,True,C,0.8999999999999999,-2.4819047619047616
2002,42,Ronald Murray,2,small guards,-1.6544112341374912,0.06183507207541942,23.0,75.0,197.0,79.5,True,SG,1.7999999999999998,-1.3990476190476189
2002,43,Jason Jennings,1,bigs,3.7130730069015274,-0.511264014152404,21.0,83.25,249.0,91.0,True,SG,0.0,-3.1457142857142855
2002,44,Lonny Baxter,1,bigs,2.0186283075454607,1.5198168813460824,24.0,78.25,264.0,85.5,True,C,2.9,-0.027619047619047876
2002,45,Sam Clancy,1,bigs,1.6385402080338165,0.44756294996657736,21.0,78.25,242.0,86.75,True,SG,0.0,-2.699047619047619
2002,46,Matt Barnes,0,wings/mid-size,0.2497519252359773,0.5482144154675433,22.0,78.75,226.0,81.0,True,SF,2.1,-0.36571428571428566
2002,47,Jamal Sampson,0,wings/mid-size,0.018432698980752754,-0.06001587328475859,19.0,77.75,214.0,82.75,False,PF,1.1,-1.46
2002,48,Chris Owens,1,bigs,1.0684697962409777,0.6090435649800037,23.0,79.0,237.0,83.5,True,SF,0.0,-2.3533333333333335
2002,49,Peter Fehse,1,bigs,1.4412737547136363,-0.608801657557188,21.0,82.0,220.0,84.5,True,SG,0.0,-2.158095238095238
2002,50,Darius Songaila,1,bigs,1.6470270280498385,0.390167280962877,24.0,80.0,240.0,85.0,True,PF,9.4,7.473333333333334
2002,51,Federico Kammerichs,0,wings/mid-size,0.018432698980752754,-0.06001587328475859,21.0,77.75,214.0,82.75,False,SG,0.0,-1.6295238095238094
2002,52,Marcus Taylor,2,small guards,-3.088593553415776,0.09279227728451002,21.0,73.0,181.0,76.5,True,SG,0.0,-1.2276190476190476
2002,53,Rasual Butler,0,wings/mid-size,0.0246687684462259,-1.016342520036865,23.0,78.75,198.0,84.0,True,SG,5.1,4.163809523809523
2002,54,Tamar Slay,0,wings/mid-size,0.07141822309986989,-0.742023185358625,22.0,78.75,203.0,83.5,True,SG,-0.3,-1.1266666666666667
2002,55,Mladen Sekularac,0,wings/mid-size,0.018432698980752754,-0.06001587328475859,21.0,77.75,214.0,82.75,False,SG,0.0,-0.6161904761904762
2002,56,Luis Scola,0,wings/mid-size,0.018432698980752754,-0.06001587328475859,21.0,77.75,214.0,82.75,False,SG,0.0,-0.6047619047619047
2002,57,Randy Holcomb,0,wings/mid-size,1.0113417889782146,-0.09187583020716798,23.0,79.0,225.0,85.0,True,SF,0.0,-0.5459383753501401
2002,58,Corsley Edwards,1,bigs,2.3157396575419167,2.636006303172348,23.0,79.25,285.0,82.75,True,C,0.1,-0.6651050420168068
2003,1,LeBron James,1,bigs,1.482821654429579,0.7960598920747209,19.0,79.25,245.0,84.25,True,SG,49.400000000000006,31.801587301587308
2003,2,Darko Miličić,1,bigs,3.4286627636562295,-0.21893534807417758,18.0,83.5,250.0,89.0,True,C,4.1,-12.54404761904762
2003,3,Carmelo Anthony,0,wings/mid-size,0.884364535467805,0.4715162163850541,19.0,78.25,233.0,84.0,True,SF,27.7,11.673333333333332
2003,4,Chris Bosh,1,bigs,2.1855353854989357,-0.862971379005484,19.0,82.25,225.0,87.5,True,C,32.4,18.490476190476187
