draft_year,pick,player,season,season_index,ws
2004,2,Emeka Okafor,2005.0,1.0,4.0
2003,28,Leandro Barbosa,2005.0,2.0,1.8
2003,22,Zoran Planinić,2005.0,2.0,0.8
2004,3,Ben Gordon,2005.0,1.0,3.5
2004,4,Shaun Livingston,2005.0,1.0,0.1
2001,32,Omar Cook,2005.0,4.0,0.1
2001,35,Brian Scalabrine,2005.0,4.0,1.4
2001,2,Tyson Chandler,2005.0,4.0,8.3
2001,3,Pau Gasol,2005.0,4.0,6.8
2001,4,Eddy Curry,2005.0,4.0,4.3
2001,5,Jason Richardson,2005.0,4.0,5.7
2003,42,Zaza Pachulia,2005.0,2.0,2.9
2003,43,Keith Bogans,2005.0,2.0,0.1
2003,45,Matt Bonner,2005.0,2.0,4.2
2003,47,Mo Williams,2005.0,2.0,2.2
2003,32,Luke Walton,2005.0,2.0,0.5
2003,24,Brian Cook,2005.0,2.0,2.0
2003,25,Carlos Delfino,2005.0,2.0,0.5
2003,26,Ndudi Ebi,2005.0,2.0,0.1
2001,25,Gerald Wallace,2005.0,4.0,2.4
2001,26,Samuel Dalembert,2005.0,4.0,3.9
2001,27,Jamaal Tinsley,2005.0,4.0,2.8
2001,28,Tony Parker,2005.0,4.0,8.1
2001,19,Zach Randolph,2005.0,4.0,3.1
2001,20,Brendan Haywood,2005.0,4.0,5.2
2001,24,Raül López,2005.0,4.0,0.7
2001,14,Troy Murphy,2005.0,4.0,5.3
2001,15,Steven Hunter,2005.0,4.0,2.6
2001,17,Michael Bradley,2005.0,4.0,0.2
2003,38,Steve Blake,2005.0,2.0,0.3
2003,41,Willie Green,2005.0,2.0,0.1
2003,29,Josh Howard,2005.0,2.0,6.4
2003,30,Maciej Lampe,2005.0,2.0,-0.1
2003,31,Jason Kapono,2005.0,2.0,1.3
2001,18,Jason Collins,2005.0,4.0,3.9
2001,6,Shane Battier,2005.0,4.0,7.8
2001,7,Eddie Griffin,2005.0,4.0,3.2
2001,8,DeSagana Diop,2005.0,4.0,0.0
2001,9,Rodney White,2005.0,4.0,0.5
2002,4,Drew Gooden,2006.0,4.0,6.6
2003,30,Maciej Lampe,2006.0,3.0,-0.2
2003,29,Josh Howard,2006.0,3.0,6.7
2003,28,Leandro Barbosa,2006.0,3.0,3.8
2004,2,Emeka Okafor,2006.0,2.0,1.0
2004,1,Dwight Howard,2006.0,2.0,8.6
2003,51,Kyle Korver,2006.0,3.0,4.6
2003,49,James Jones,2006.0,3.0,4.0
2003,31,Jason Kapono,2006.0,3.0,1.2
2003,27,Kendrick Perkins,2006.0,3.0,2.3
2005,42,Chris Taft,2006.0,1.0,0.5
2005,40,Monta Ellis,2006.0,1.0,0.5
2005,39,Von Wafer,2006.0,1.0,-0.3
2005,38,Travis Diener,2006.0,1.0,0.6
2005,37,Ronny Turiaf,2006.0,1.0,0.4
2005,34,C.J. Miles,2006.0,1.0,0.3
2005,33,Brandon Bass,2006.0,1.0,0.1
2005,32,Daniel Ewing,2006.0,1.0,0.3
2002,5,Nikoloz Tskitishvili,2006.0,4.0,0.0
2003,25,Carlos Delfino,2006.0,3.0,1.0
2003,24,Brian Cook,2006.0,3.0,4.5
2003,23,Travis Outlaw,2006.0,3.0,0.9
2004,4,Shaun Livingston,2006.0,2.0,1.3
2004,3,Ben Gordon,2006.0,2.0,4.4
2003,22,Zoran Planinić,2006.0,3.0,0.1
2003,21,Boris Diaw,2006.0,3.0,8.9
2003,20,Dahntay Jones,2006.0,3.0,0.6
2005,31,Salim Stoudamire,2006.0,1.0,1.2
2005,49,Andray Blatche,2006.0,1.0,0.1
2005,47,Bracey Wright,2006.0,1.0,0.2
2005,45,Lou Williams,2006.0,1.0,-0.1
2005,44,Martynas Andriuškevičius,2006.0,1.0,0.0
2005,30,David Lee,2006.0,1.0,2.7
2005,29,Wayne Simien,2006.0,1.0,0.8
2003,19,Sasha Pavlović,2006.0,3.0,0.5
2003,18,David West,2006.0,3.0,7.4
2003,17,Žarko Čabarkapa,2006.0,3.0,0.3
2003,15,Reece Gaines,2006.0,3.0,0.0
2003,14,Luke Ridnour,2006.0,3.0,4.4
2004,8,Rafael Araújo,2006.0,2.0,-0.8
2004,7,Luol Deng,2006.0,2.0,6.5
2004,6,Josh Childress,2006.0,2.0,5.7
2004,5,Devin Harris,2006.0,2.0,3.7
2004,13,Sebastian Telfair,2006.0,2.0,0.6
2005,26,Jason Maxiell,2006.0,1.0,-0.2
2005,56,Amir Johnson,2006.0,1.0,0.2
2005,55,Lawrence Roberts,2006.0,1.0,0.5
2005,54,Dijon Thompson,2006.0,1.0,0.1
2005,53,Orien Greene,2006.0,1.0,-0.3
2005,51,Robert Whaley,2006.0,1.0,0.0
2005,50,Ryan Gomes,2006.0,1.0,3.1
2005,25,Johan Petro,2006.0,1.0,1.0
2004,12,Robert Swift,2006.0,2.0,1.1
2004,11,Andris Biedriņš,2006.0,2.0,2.9
2004,10,Luke Jackson,2006.0,2.0,0.0
2004,9,Andre Iguodala,2006.0,2.0,7.5
2003,13,Marcus Banks,2006.0,3.0,2.3
2003,12,Nick Collison,2006.0,3.0,2.3
2003,11,Mickaël Piétrus,2006.0,3.0,0.6
2003,10,Jarvis Hayes,2006.0,3.0,0.7
2005,24,Luther Head,2006.0,1.0,3.5
2005,23,Francisco García,2006.0,1.0,1.6
2005,22,Jarrett Jack,2006.0,1.0,1.2
2005,60,Alex Acker,2006.0,1.0,-0.2
2005,21,Nate Robinson,2006.0,1.0,1.5
2005,20,Julius Hodge,2006.0,1.0,-0.2
2005,27,Linas Kleiza,2006.0,1.0,1.2
2003,9,Mike Sweetney,2006.0,3.0,2.1
2004,18,J.R. Smith,2006.0,2.0,1.2
2004,17,Josh Smith,2006.0,2.0,3.6
2004,16,Kirk Snyder,2006.0,2.0,2.2
2004,15,Al Jefferson,2006.0,2.0,2.3
2004,14,Kris Humphries,2006.0,2.0,0.2
2003,8,T.J. Ford,2006.0,3.0,2.5
2005,18,Gerald Green,2006.0,1.0,0.5
2005,17,Danny Granger,2006.0,1.0,5.1
2005,16,Joey Graham,2006.0,1.0,1.3
2005,14,Rashad McCants,2006.0,1.0,1.6
2005,13,Sean May,2006.0,1.0,0.4
2005,12,Yaroslav Korolev,2006.0,1.0,0.0
2005,19,Hakim Warrick,2006.0,1.0,0.8
2003,7,Kirk Hinrich,2006.0,3.0,7.6
2003,6,Chris Kaman,2006.0,3.0,6.1
2003,5,Dwyane Wade,2006.0,3.0,14.4
2004,23,Sergei Monia,2006.0,2.0,-0.2
2004,22,Viktor Khryapa,2006.0,2.0,1.3
2004,21,Pavel Podkolzin,2006.0,2.0,-0.1
2004,20,Jameer Nelson,2006.0,2.0,4.9
2005,10,Andrew Bynum,2006.0,1.0,0.1
2005,9,Ike Diogu,2006.0,1.0,2.6
2005,8,Channing Frye,2006.0,1.0,3.5
2005,7,Charlie Villanueva,2006.0,1.0,3.9
2005,6,Martell Webster,2006.0,1.0,0.9
2005,15,Antoine Wright,2006.0,1.0,-0.5
2005,5,Raymond Felton,2006.0,1.0,2.6
2005,4,Chris Paul,2006.0,1.0,10.4
2005,3,Deron Williams,2006.0,1.0,2.8
2005,2,Marvin Williams,2006.0,1.0,2.8
2004,19,Dorell Wright,2006.0,2.0,0.2
2004,27,Sasha Vujačić,2006.0,2.0,2.0
2004,26,Kevin Martin,2006.0,2.0,5.5
2004,25,Tony Allen,2006.0,2.0,1.7
2004,24,Delonte West,2006.0,2.0,5.7
2004,31,Jackson Vroman,2006.0,2.0,0.1
2004,30,Anderson Varejão,2006.0,2.0,2.3
2002,42,Ronald Murray,2006.0,4.0,0.7
2002,41,Mario Kasun,2006.0,4.0,0.3
2002,35,Carlos Boozer,2006.0,4.0,3.5
2002,34,Dan Gadzuric,2006.0,4.0,2.5
2002,28,Dan Dickau,2006.0,4.0,0.4
2005,1,Andrew Bogut,2006.0,1.0,5.5
2004,47,Pape Sow,2006.0,2.0,0.6
2004,46,Ha Seung-Jin,2006.0,2.0,0.0
2004,45,Bernard Robinson,2006.0,2.0,1.7
2004,43,Trevor Ariza,2006.0,2.0,0.9
2004,29,David Harrison,2006.0,2.0,1.5
2004,28,Beno Udrih,2006.0,2.0,1.3
2003,4,Chris Bosh,2006.0,3.0,9.8
2003,3,Carmelo Anthony,2006.0,3.0,9.4
2003,2,Darko Miličić,2006.0,3.0,1.2
2003,1,LeBron James,2006.0,3.0,16.3
2002,57,Randy Holcomb,2006.0,4.0,0.0
2002,53,Rasual Butler,2006.0,4.0,1.7
2002,50,Darius Songaila,2006.0,4.0,2.5
2002,47,Jamal Sampson,2006.0,4.0,0.2
2004,40,Justin Reed,2006.0,2.0,0.4
2004,38,Chris Duhon,2006.0,2.0,5.2
2004,37,Royal Ivey,2006.0,2.0,0.7
2004,36,Antonio Burks,2006.0,2.0,-0.4
2004,34,Donta Smith,2006.0,2.0,0.3
2002,46,Matt Barnes,2006.0,4.0,1.0
2002,44,Lonny Baxter,2006.0,4.0,0.7
2002,26,John Salmons,2006.0,4.0,1.7
2003,40,Derrick Zimmerman,2006.0,3.0,0.0
2003,38,Steve Blake,2006.0,3.0,2.8
2003,32,Luke Walton,2006.0,3.0,2.0
2003,47,Mo Williams,2006.0,3.0,2.5
2003,45,Matt Bonner,2006.0,3.0,4.1
2003,43,Keith Bogans,2006.0,3.0,2.3
2003,42,Zaza Pachulia,2006.0,3.0,3.9
2003,41,Willie Green,2006.0,3.0,-0.1
2002,1,Yao Ming,2006.0,4.0,8.6
2002,24,Nenad Krstić,2006.0,4.0,5.4
2002,23,Tayshaun Prince,2006.0,4.0,7.0
2002,21,Qyntel Woods,2006.0,4.0,1.3
2002,20,Kareem Rush,2006.0,4.0,-0.2
2002,17,Juan Dixon,2006.0,4.0,1.2
2002,16,Jiří Welsch,2006.0,4.0,0.8
2002,15,Boštjan Nachbar,2006.0,4.0,0.1
2002,14,Fred Jones,2006.0,4.0,2.6
2002,12,Melvin Ely,2006.0,4.0,2.0
2002,11,Jared Jeffries,2006.0,4.0,3.1
2002,10,Caron Butler,2006.0,4.0,6.3
2002,9,Amar'e Stoudemire,2006.0,4.0,0.1
2002,8,Chris Wilcox,2006.0,4.0,4.4
2002,7,Nenê,2006.0,4.0,-0.1
2002,3,Mike Dunleavy,2006.0,4.0,4.2
2003,42,Zaza Pachulia,2007.0,4.0,4.8
2003,43,Keith Bogans,2007.0,4.0,1.7
2003,45,Matt Bonner,2007.0,4.0,2.2
2003,47,Mo Williams,2007.0,4.0,3.2
2003,48,James Lang,2007.0,4.0,0.1
2003,32,Luke Walton,2007.0,4.0,3.8
2003,38,Steve Blake,2007.0,4.0,2.1
2004,37,Royal Ivey,2007.0,3.0,0.3
2004,38,Chris Duhon,2007.0,3.0,4.8
2004,40,Justin Reed,2007.0,3.0,-0.2
2003,1,LeBron James,2007.0,4.0,13.7
2003,2,Darko Miličić,2007.0,4.0,3.3
2003,3,Carmelo Anthony,2007.0,4.0,7.3
2003,4,Chris Bosh,2007.0,4.0,9.6
2004,29,David Harrison,2007.0,3.0,-0.2
2004,30,Anderson Varejão,2007.0,3.0,6.6
2006,36,Craig Smith,2007.0,1.0,3.9
2006,37,Bobby Jones,2007.0,1.0,0.3
2006,39,David Noel,2007.0,1.0,0.4
2006,41,James Augustine,2007.0,1.0,0.0
2006,42,Daniel Gibson,2007.0,1.0,2.0
2006,43,Marcus Vinicius,2007.0,1.0,0.1
2005,6,Martell Webster,2007.0,2.0,1.3
2004,43,Trevor Ariza,2007.0,3.0,3.4
2004,45,Bernard Robinson,2007.0,3.0,0.1
2004,47,Pape Sow,2007.0,3.0,0.1
2004,50,Vassilis Spanoulis,2007.0,3.0,-0.1
2004,53,Matt Freije,2007.0,3.0,-0.1
2004,25,Tony Allen,2007.0,3.0,1.9
2004,26,Kevin Martin,2007.0,3.0,10.2
2006,45,Alexander Johnson,2007.0,1.0,1.3
2006,46,Dee Brown,2007.0,1.0,0.2
2006,47,Paul Millsap,2007.0,1.0,4.7
2006,49,Leon Powe,2007.0,1.0,1.7
2006,50,Ryan Hollins,2007.0,1.0,0.2
2004,27,Sasha Vujačić,2007.0,3.0,1.8
2004,28,Beno Udrih,2007.0,3.0,1.0
2005,10,Andrew Bynum,2007.0,2.0,4.2
2005,1,Andrew Bogut,2007.0,2.0,4.0
2005,2,Marvin Williams,2007.0,2.0,2.3
2005,3,Deron Williams,2007.0,2.0,7.2
2006,29,Mardy Collins,2007.0,1.0,0.0
2006,31,James White,2007.0,1.0,0.3
2006,32,Steve Novak,2007.0,1.0,0.4
2006,33,Solomon Jones,2007.0,1.0,1.6
2006,34,Paul Davis,2007.0,1.0,0.2
2006,35,P.J. Tucker,2007.0,1.0,0.1
2005,4,Chris Paul,2007.0,2.0,8.8
2005,5,Raymond Felton,2007.0,2.0,2.3
2005,7,Charlie Villanueva,2007.0,2.0,1.7
2006,25,Shannon Brown,2007.0,1.0,0.1
2006,26,Jordan Farmar,2007.0,1.0,0.9
2006,27,Sergio Rodríguez,2007.0,1.0,0.9
2006,28,Maurice Ager,2007.0,1.0,-0.3
2006,22,Marcus Williams,2007.0,1.0,-0.1
2006,23,Josh Boone,2007.0,1.0,1.7
2006,24,Kyle Lowry,2007.0,1.0,0.5
2005,8,Channing Frye,2007.0,2.0,0.9
2005,9,Ike Diogu,2007.0,2.0,1.5
2004,20,Jameer Nelson,2007.0,3.0,4.0
2006,54,Hassan Adams,2007.0,1.0,1.0
2006,59,Damir Markota,2007.0,1.0,-0.2
2006,60,Will Blalock,2007.0,1.0,-0.1
2004,22,Viktor Khryapa,2007.0,3.0,0.4
2004,24,Delonte West,2007.0,3.0,3.7
2003,5,Dwyane Wade,2007.0,4.0,8.8
2003,6,Chris Kaman,2007.0,4.0,2.9
2003,7,Kirk Hinrich,2007.0,4.0,10.1
2005,12,Yaroslav Korolev,2007.0,2.0,0.0
2006,17,Shawne Williams,2007.0,1.0,0.7
2006,19,Quincy Douby,2007.0,1.0,0.0
2006,20,Renaldo Balkman,2007.0,1.0,2.8
2006,21,Rajon Rondo,2007.0,1.0,2.4
2006,13,Thabo Sefolosha,2007.0,1.0,0.8
2006,14,Ronnie Brewer,2007.0,1.0,1.7
2006,15,Cedric Simmons,2007.0,1.0,0.3
2006,16,Rodney Carney,2007.0,1.0,1.3
2005,13,Sean May,2007.0,2.0,2.2
2005,14,Rashad McCants,2007.0,2.0,-0.3
2005,15,Antoine Wright,2007.0,2.0,1.2
2005,25,Johan Petro,2007.0,2.0,1.7
2005,16,Joey Graham,2007.0,2.0,3.0
2005,17,Danny Granger,2007.0,2.0,6.5
2006,8,Rudy Gay,2007.0,1.0,0.5
2006,9,Patrick O'Bryant,2007.0,1.0,0.0
2006,10,Mouhamed Sene,2007.0,1.0,0.0
2006,11,JJ Redick,2007.0,1.0,1.7
2006,12,Hilton Armstrong,2007.0,1.0,1.2
2006,5,Shelden Williams,2007.0,1.0,2.2
2006,6,Brandon Roy,2007.0,1.0,4.8
2006,7,Randy Foye,2007.0,1.0,2.3
2005,18,Gerald Green,2007.0,2.0,1.6
2005,19,Hakim Warrick,2007.0,2.0,3.7
2003,8,T.J. Ford,2007.0,4.0,4.3
2003,9,Mike Sweetney,2007.0,4.0,0.4
2004,14,Kris Humphries,2007.0,3.0,1.5
2004,15,Al Jefferson,2007.0,3.0,6.6
2004,16,Kirk Snyder,2007.0,3.0,1.4
2004,17,Josh Smith,2007.0,3.0,4.4
2004,18,J.R. Smith,2007.0,3.0,3.7
2004,19,Dorell Wright,2007.0,3.0,1.9
2003,10,Jarvis Hayes,2007.0,4.0,1.5
2005,20,Julius Hodge,2007.0,2.0,0.2
2005,21,Nate Robinson,2007.0,2.0,3.2
2006,1,Andrea Bargnani,2007.0,1.0,1.9
2006,2,LaMarcus Aldridge,2007.0,1.0,3.4
2006,3,Adam Morrison,2007.0,1.0,-1.5
2006,4,Tyrus Thomas,2007.0,1.0,2.2
2005,22,Jarrett Jack,2007.0,2.0,4.8
2005,23,Francisco García,2007.0,2.0,2.4
2005,24,Luther Head,2007.0,2.0,5.7
2003,11,Mickaël Piétrus,2007.0,4.0,3.6
2003,12,Nick Collison,2007.0,4.0,4.6
2003,13,Marcus Banks,2007.0,4.0,0.4
2004,8,Rafael Araújo,2007.0,3.0,0.1
2004,9,Andre Iguodala,2007.0,3.0,7.7
2004,10,Luke Jackson,2007.0,3.0,0.1
2004,11,Andris Biedriņš,2007.0,3.0,6.7
2004,13,Sebastian Telfair,2007.0,3.0,0.5
2005,32,Daniel Ewing,2007.0,2.0,0.5
2005,53,Orien Greene,2007.0,2.0,-0.2
2005,54,Dijon Thompson,2007.0,2.0,0.1
2005,55,Lawrence Roberts,2007.0,2.0,2.0
2005,56,Amir Johnson,2007.0,2.0,0.5
2005,58,Uroš Slokar,2007.0,2.0,0.1
2005,26,Jason Maxiell,2007.0,2.0,1.8
2005,27,Linas Kleiza,2007.0,2.0,2.8
2004,5,Devin Harris,2007.0,3.0,6.5
2004,6,Josh Childress,2007.0,3.0,5.5
2004,7,Luol Deng,2007.0,3.0,11.3
2003,14,Luke Ridnour,2007.0,4.0,2.3
2003,18,David West,2007.0,4.0,5.2
2003,19,Sasha Pavlović,2007.0,4.0,3.1
2005,43,Mile Ilić,2007.0,2.0,-0.2
2005,29,Wayne Simien,2007.0,2.0,0.0
2005,30,David Lee,2007.0,2.0,6.9
2005,31,Salim Stoudamire,2007.0,2.0,0.8
2005,45,Lou Williams,2007.0,2.0,1.1
2005,47,Bracey Wright,2007.0,2.0,0.3
2005,48,Mickaël Gelabale,2007.0,2.0,1.3
2005,49,Andray Blatche,2007.0,2.0,0.5
2005,50,Ryan Gomes,2007.0,2.0,4.2
2003,20,Dahntay Jones,2007.0,4.0,0.7
2003,21,Boris Diaw,2007.0,4.0,4.6
2004,3,Ben Gordon,2007.0,3.0,8.6
2004,4,Shaun Livingston,2007.0,3.0,2.4
2003,23,Travis Outlaw,2007.0,4.0,2.3
2003,24,Brian Cook,2007.0,4.0,1.8
2003,25,Carlos Delfino,2007.0,4.0,2.9
2003,27,Kendrick Perkins,2007.0,4.0,1.4
2005,33,Brandon Bass,2007.0,2.0,0.0
2005,34,C.J. Miles,2007.0,2.0,-0.5
2005,36,Ersan İlyasova,2007.0,2.0,1.0
2005,37,Ronny Turiaf,2007.0,2.0,3.1
2005,38,Travis Diener,2007.0,2.0,0.7
2005,39,Von Wafer,2007.0,2.0,0.0
2005,40,Monta Ellis,2007.0,2.0,4.0
2003,51,Kyle Korver,2007.0,4.0,4.6
2003,58,Andreas Glyniadakis,2007.0,4.0,-0.2
2004,1,Dwight Howard,2007.0,3.0,9.7
2004,2,Emeka Okafor,2007.0,3.0,7.1
2003,28,Leandro Barbosa,2007.0,4.0,8.2
2003,29,Josh Howard,2007.0,4.0,8.8
2003,31,Jason Kapono,2007.0,4.0,4.2
2003,49,James Jones,2007.0,4.0,2.2
2003,41,Willie Green,2007.0,4.0,-0.7
2004,1,Dwight Howard,2008.0,4.0,12.9
2004,2,Emeka Okafor,2008.0,4.0,5.8
2005,40,Monta Ellis,2008.0,3.0,9.0
2004,3,Ben Gordon,2008.0,4.0,5.1
2005,39,Von Wafer,2008.0,3.0,-0.5
2005,30,David Lee,2008.0,3.0,7.4
2005,28,Ian Mahinmi,2008.0,3.0,0.2
2005,27,Linas Kleiza,2008.0,3.0,4.7
2005,26,Jason Maxiell,2008.0,3.0,6.3
2005,57,Marcin Gortat,2008.0,3.0,0.1
2005,56,Amir Johnson,2008.0,3.0,3.0
2005,53,Orien Greene,2008.0,3.0,-0.2
2005,25,Johan Petro,2008.0,3.0,0.4
2005,24,Luther Head,2008.0,3.0,3.5
2007,59,D.J. Strawberry,2008.0,1.0,-0.2
2007,56,Ramon Sessions,2008.0,1.0,0.7
2007,53,Demetris Nichols,2008.0,1.0,-0.2
2007,52,Taurean Green,2008.0,1.0,-0.1
2007,49,Aaron Gray,2008.0,1.0,0.8
2007,31,Carl Landry,2008.0,1.0,3.7
2007,47,Dominic McGuire,2008.0,1.0,0.0
2007,46,Stéphane Lasme,2008.0,1.0,0.3
2007,41,Chris Richard,2008.0,1.0,0.4
2007,38,Kyrylo Fesenko,2008.0,1.0,0.0
2007,37,Josh McRoberts,2008.0,1.0,0.1
2005,23,Francisco García,2008.0,3.0,4.2
2005,22,Jarrett Jack,2008.0,3.0,3.2
2006,2,LaMarcus Aldridge,2008.0,2.0,6.2
2006,1,Andrea Bargnani,2008.0,2.0,1.4
2005,21,Nate Robinson,2008.0,3.0,3.2
2007,25,Morris Almond,2008.0,1.0,-0.1
2007,36,Jermareo Davidson,2008.0,1.0,-0.1
2007,35,Glen Davis,2008.0,1.0,2.5
2007,34,Nick Fazekas,2008.0,1.0,0.8
2007,33,Marcus Williams,2008.0,1.0,0.2
2007,33,Marcus Williams,2008.0,1.0,-0.1
2007,32,Gabe Pruitt,2008.0,1.0,0.1
2005,19,Hakim Warrick,2008.0,3.0,3.3
2005,18,Gerald Green,2008.0,3.0,-0.4
2005,17,Danny Granger,2008.0,3.0,7.3
2006,8,Rudy Gay,2008.0,2.0,5.0
2006,7,Randy Foye,2008.0,2.0,1.1
2006,6,Brandon Roy,2008.0,2.0,8.0
2007,21,Daequan Cook,2008.0,1.0,-0.4
2007,29,Alando Tucker,2008.0,1.0,0.0
2007,27,Arron Afflalo,2008.0,1.0,1.9
2007,26,Aaron Brooks,2008.0,1.0,1.4
2007,23,Wilson Chandler,2008.0,1.0,0.5
2007,22,Jared Dudley,2008.0,1.0,2.9
2007,20,Jason Smith,2008.0,1.0,1.5
2007,19,Javaris Crittenton,2008.0,1.0,0.1
2007,18,Marco Belinelli,2008.0,1.0,0.0
2007,17,Sean Williams,2008.0,1.0,2.5
2007,16,Nick Young,2008.0,1.0,0.4
2006,5,Shelden Williams,2008.0,2.0,1.2
2006,4,Tyrus Thomas,2008.0,2.0,2.4
2006,12,Hilton Armstrong,2008.0,2.0,0.5
2006,11,JJ Redick,2008.0,2.0,0.5
2006,10,Mouhamed Sene,2008.0,2.0,0.2
2006,9,Patrick O'Bryant,2008.0,2.0,0.2
2005,16,Joey Graham,2008.0,3.0,0.3
2007,15,Rodney Stuckey,2008.0,1.0,2.0
2007,14,Al Thornton,2008.0,1.0,1.1
2007,13,Julian Wright,2008.0,1.0,1.7
2007,12,Thaddeus Young,2008.0,1.0,4.5
2007,4,Mike Conley,2008.0,1.0,1.1
2007,3,Al Horford,2008.0,1.0,5.5
2007,11,Acie Law,2008.0,1.0,-0.1
2007,10,Spencer Hawes,2008.0,1.0,0.6
2007,9,Joakim Noah,2008.0,1.0,3.8
2007,8,Brandan Wright,2008.0,1.0,1.1
2005,15,Antoine Wright,2008.0,3.0,0.8
2005,14,Rashad McCants,2008.0,3.0,1.7
2006,16,Rodney Carney,2008.0,2.0,1.6
2006,15,Cedric Simmons,2008.0,2.0,-0.2
2006,14,Ronnie Brewer,2008.0,2.0,7.8
2006,13,Thabo Sefolosha,2008.0,2.0,1.5
2006,51,Cheikh Samb,2008.0,2.0,0.1
2007,7,Corey Brewer,2008.0,1.0,-0.2
2007,6,Yi Jianlian,2008.0,1.0,0.7
2007,5,Jeff Green,2008.0,1.0,0.2
2006,45,Alexander Johnson,2008.0,2.0,0.2
2004,26,Kevin Martin,2008.0,4.0,8.4
2004,25,Tony Allen,2008.0,4.0,2.7
2004,24,Delonte West,2008.0,4.0,1.3
2004,22,Viktor Khryapa,2008.0,4.0,0.0
2007,2,Kevin Durant,2008.0,1.0,2.3
2006,52,Guillermo Díaz,2008.0,2.0,0.0
2006,21,Rajon Rondo,2008.0,2.0,7.2
2006,20,Renaldo Balkman,2008.0,2.0,1.3
2006,19,Quincy Douby,2008.0,2.0,0.0
2006,18,Oleksiy Pecherov,2008.0,2.0,0.0
2006,17,Shawne Williams,2008.0,2.0,1.4
2005,10,Andrew Bynum,2008.0,3.0,4.8
2004,30,Anderson Varejão,2008.0,4.0,2.4
2004,29,David Harrison,2008.0,4.0,0.4
2004,28,Beno Udrih,2008.0,4.0,2.4
2004,27,Sasha Vujačić,2008.0,4.0,3.6
2006,50,Ryan Hollins,2008.0,2.0,1.1
2006,49,Leon Powe,2008.0,2.0,4.3
2006,47,Paul Millsap,2008.0,2.0,5.2
2005,9,Ike Diogu,2008.0,3.0,0.7
2005,8,Channing Frye,2008.0,3.0,3.2
2006,25,Shannon Brown,2008.0,2.0,-0.5
2006,24,Kyle Lowry,2008.0,2.0,3.4
2006,23,Josh Boone,2008.0,2.0,3.7
2006,22,Marcus Williams,2008.0,2.0,0.2
2005,2,Marvin Williams,2008.0,3.0,5.7
2005,1,Andrew Bogut,2008.0,3.0,4.8
2004,43,Trevor Ariza,2008.0,4.0,1.8
2004,38,Chris Duhon,2008.0,4.0,2.3
2004,37,Royal Ivey,2008.0,4.0,0.5
2006,43,Marcus Vinicius,2008.0,2.0,0.1
2006,42,Daniel Gibson,2008.0,2.0,4.1
2006,41,James Augustine,2008.0,2.0,0.3
2006,38,Kosta Perović,2008.0,2.0,0.0
2006,37,Bobby Jones,2008.0,2.0,0.8
2006,36,Craig Smith,2008.0,2.0,3.5
2006,22,Marcus Williams,2008.0,2.0,-0.1
2006,29,Mardy Collins,2008.0,2.0,-1.0
2006,28,Maurice Ager,2008.0,2.0,-0.4
2006,27,Sergio Rodríguez,2008.0,2.0,-0.2
2006,26,Jordan Farmar,2008.0,2.0,3.9
2005,7,Charlie Villanueva,2008.0,3.0,1.7
2005,6,Martell Webster,2008.0,3.0,3.5
2005,5,Raymond Felton,2008.0,3.0,3.4
2005,4,Chris Paul,2008.0,3.0,17.8
2006,34,Paul Davis,2008.0,2.0,0.0
2006,33,Solomon Jones,2008.0,2.0,0.0
2006,32,Steve Novak,2008.0,2.0,1.1
2005,3,Deron Williams,2008.0,3.0,11.3
2004,5,Devin Harris,2008.0,4.0,5.6
2005,38,Travis Diener,2008.0,3.0,2.5
2005,37,Ronny Turiaf,2008.0,3.0,4.2
2005,34,C.J. Miles,2008.0,3.0,1.9
2005,33,Brandon Bass,2008.0,3.0,4.3
2005,31,Salim Stoudamire,2008.0,3.0,0.3
2005,50,Ryan Gomes,2008.0,3.0,4.8
2005,49,Andray Blatche,2008.0,3.0,3.0
2005,48,Mickaël Gelabale,2008.0,3.0,0.2
2005,45,Lou Williams,2008.0,3.0,4.4
2004,20,Jameer Nelson,2008.0,4.0,5.6
2004,19,Dorell Wright,2008.0,4.0,2.2
2004,18,J.R. Smith,2008.0,4.0,3.7
2004,17,Josh Smith,2008.0,4.0,5.8
2004,16,Kirk Snyder,2008.0,4.0,1.1
2004,15,Al Jefferson,2008.0,4.0,7.7
2004,14,Kris Humphries,2008.0,4.0,1.8
2004,13,Sebastian Telfair,2008.0,4.0,0.7
2004,12,Robert Swift,2008.0,4.0,-0.2
2004,11,Andris Biedriņš,2008.0,4.0,8.0
2004,10,Luke Jackson,2008.0,4.0,0.0
2004,9,Andre Iguodala,2008.0,4.0,9.6
2004,7,Luol Deng,2008.0,4.0,4.4
2004,6,Josh Childress,2008.0,4.0,7.6
2005,41,Roko Ukić,2009.0,4.0,-0.4
2005,40,Monta Ellis,2009.0,4.0,0.2
2005,45,Lou Williams,2009.0,4.0,3.4
2005,49,Andray Blatche,2009.0,4.0,1.4
2005,50,Ryan Gomes,2009.0,4.0,2.5
2005,33,Brandon Bass,2009.0,4.0,4.1
2005,34,C.J. Miles,2009.0,4.0,2.9
2005,37,Ronny Turiaf,2009.0,4.0,3.6
2006,31,James White,2009.0,3.0,0.0
2005,39,Von Wafer,2009.0,4.0,2.6
2006,32,Steve Novak,2009.0,3.0,2.2
2006,42,Daniel Gibson,2009.0,3.0,3.8
2005,1,Andrew Bogut,2009.0,4.0,2.6
