Year,Rd,Pk,Tm,Player,College,Yrs,WS,WS/48
2007,1,22,CHA,Jared Dudley,Boston College,14,43.0,.103
2007,1,23,NYK,Wilson Chandler,DePaul,12,29.0,.069
2007,1,24,PHO,Rudy Fernández,,4,14.2,.114
2007,1,25,UTA,Morris Almond,Rice University,3,0.0,.005
2007,1,26,HOU,Aaron Brooks,Oregon,10,19.2,.069
2007,1,27,DET,Arron Afflalo,UCLA,11,33.5,.077
2007,1,28,SAS,Tiago Splitter,,7,25.3,.178
2007,1,29,PHO,Alando Tucker,Wisconsin,3,0.4,.045
2007,1,30,PHI,Petteri Koponen,,,,
2007,3,31,SEA,Carl Landry,Purdue,9,35.9,.149
2007,3,32,BOS,Gabe Pruitt,USC,2,0.4,.043
2007,3,33,SAS,Marcus Williams,Arizona,2,-0.1,-.084
2007,3,34,DAL,Nick Fazekas,Nevada,1,0.8,.148
2007,3,35,SEA,Glen Davis,LSU,8,18.6,.082
2007,3,36,GSW,Jermareo Davidson,Alabama,2,0.0,.000
2007,3,37,POR,Josh McRoberts,Duke,11,18.5,.107
2007,3,38,PHI,Kyrylo Fesenko,,5,0.9,.038
2007,3,39,MIA,Stanko Barać,,,,
2007,3,40,LAL,Sun Yue,,1,-0.1,-.226
2007,3,41,MIN,Chris Richard,Florida,2,0.7,.045
2007,3,42,POR,Derrick Byars,Vanderbilt,1,0.1,.147
2007,3,43,NOK,Adam Haluska,Iowa,,,
2007,3,44,ORL,Reyshawn Terry,UNC,,,
2007,3,45,LAC,Jared Jordan,Marist College,,,
2007,3,46,GSW,Stéphane Lasme,UMass,1,0.3,.041
2007,3,47,WAS,Dominic McGuire,Fresno State,6,4.1,.037
2007,3,48,LAL,Marc Gasol,,13,85.3,.143
2007,3,49,CHI,Aaron Gray,Pitt,7,6.2,.077
2007,3,50,DAL,Renaldas Seibutis,,,,
2007,3,51,CHI,JamesOn Curry,Oklahoma State,1,0.0,
2007,3,52,POR,Taurean Green,Florida,1,-0.1,-.066
2007,3,53,POR,Demetris Nichols,Syracuse,2,-0.2,-.203
2007,3,54,HOU,Brad Newley,,,,
2007,3,55,UTA,Herbert Hill,Providence,,,
2007,3,56,MIL,Ramon Sessions,Nevada,11,28.8,.086
2007,3,57,DET,Sammy Mejia,DePaul,,,
2007,3,58,SAS,Georgios Printezis,,,,
2007,3,59,PHO,D.J. Strawberry,Maryland,1,-0.2,-.031
2007,3,60,DAL,Milovan Raković,,,,
2008,1,1,CHI,Derrick Rose,Memphis,15,44.6,.097
2008,1,2,MIA,Michael Beasley,Kansas State,11,15.6,.054
2008,1,3,MIN,O.J. Mayo,USC,8,21.8,.062
2008,1,4,SEA,Russell Westbrook,UCLA,18,112.9,.126
2008,1,5,MEM,Kevin Love,UCLA,18,96.0,.164
2008,1,6,NYK,Danilo Gallinari,,14,65.4,.140
2008,1,7,LAC,Eric Gordon,Indiana,18,42.1,.070
2008,1,8,MIL,Joe Alexander,West Virginia,2,0.5,.030
2008,1,9,CHA,D.J. Augustin,Texas,14,47.7,.100
2008,1,10,NJN,Brook Lopez,Stanford,18,94.2,.129
2008,1,11,IND,Jerryd Bayless,Arizona,11,18.6,.072
2008,1,12,SAC,Jason Thompson,Rider University,8,23.8,.077
2008,1,13,POR,Brandon Rush,Kansas,9,11.2,.051
2008,1,14,GSW,Anthony Randolph,LSU,6,5.8,.072
2008,1,15,PHO,Robin Lopez,Stanford,16,49.6,.114
2008,1,16,PHI,Marreese Speights,Florida,10,25.8,.116
2008,1,17,TOR,Roy Hibbert,Georgetown,9,35.9,.105
2008,1,18,WAS,JaVale McGee,Nevada,16,43.7,.143
2008,1,19,CLE,J.J. Hickson,NC State,8,21.9,.088
2008,1,20,CHA,Alexis Ajinça,,7,7.5,.093
2008,1,21,NJN,Ryan Anderson,California,12,46.7,.134
2008,1,22,ORL,Courtney Lee,Western Kentucky,12,39.3,.086
2008,1,23,UTA,Kosta Koufos,Ohio State,11,28.3,.120
2008,1,24,SEA,Serge Ibaka,,14,73.0,.139
2008,1,25,HOU,Nicolas Batum,,18,75.6,.107
2008,1,26,SAS,George Hill,IUPUI,15,71.0,.139
2008,1,27,NOH,Darrell Arthur,Kansas,9,12.3,.066
2008,1,28,MEM,Donté Greene,Syracuse,4,1.5,.017
2008,1,29,DET,D.J. White,Indiana,6,3.8,.087
2008,1,30,BOS,J.R. Giddens,New Mexico,2,0.1,.027
2008,3,31,MIN,Nikola Peković,,6,18.8,.134
2008,3,32,SEA,Walter Sharpe,UAB,1,-0.1,-.131
2008,3,33,POR,Joey Dorsey,Memphis,4,2.9,.092
2008,3,34,MIN,Mario Chalmers,Kansas,9,32.3,.090
2008,3,35,LAC,DeAndre Jordan,Texas A&M,18,99.4,.170
2008,3,36,POR,Ömer Aşık,,8,20.9,.109
2008,3,37,MIL,Luc Mbah a Moute,UCLA,12,26.0,.078
2008,3,38,CHA,Kyle Weaver,Washington State,3,1.5,.051
2008,3,39,CHI,Sonny Weems,Arkansas,4,0.0,.001
2008,3,40,NJN,Chris Douglas-Roberts,Memphis,6,5.4,.059
2008,3,41,IND,Nathan Jawai,,2,0.2,.020
2008,3,42,SAC,Sean Singletary,Virginia,1,0.0,.006
2008,3,43,SAC,Patrick Ewing,Georgetown,1,-0.1,-.158
2008,3,44,UTA,Ante Tomić,,,,
2008,3,45,SAS,Goran Dragić,,15,56.7,.106
2008,3,46,SEA,Trent Plaisted,BYU,,,
2008,3,47,WAS,Henry Walker,Kansas State,5,5.0,.079
2008,3,48,PHO,Malik Hairston,Oregon,2,0.8,.086
2008,3,49,GSW,Richard Hendrix,Alabama,,,
2008,3,50,SEA,DeVon Hardin,California,,,
2008,3,51,DAL,Shan Foster,Vanderbilt,,,
2008,3,52,MIA,Darnell Jackson,Kansas,3,1.3,.059
2008,3,53,UTA,Tadija Dragićević,,,,
2008,3,54,HOU,Maarty Leunen,Oregon,,,
2008,3,55,POR,Mike Taylor,Iowa State,1,-0.4,-.028
2008,3,56,SEA,Sasha Kaun,Kansas,1,0.2,.096
2008,3,57,SAS,James Gist,Maryland,,,
2008,3,58,LAL,Joe Crawford,Kentucky,1,0.0,.037
2008,3,59,DET,Deron Washington,Virginia Tech,,,
2008,3,60,BOS,Semih Erden,,2,1.8,.094
2009,1,1,LAC,Blake Griffin,Oklahoma,13,81.1,.160
2009,1,2,MEM,Hasheem Thabeet,UConn,5,4.8,.099
2009,1,3,OKC,James Harden,Arizona State,17,182.4,.206
2009,1,4,SAC,Tyreke Evans,Memphis,10,28.4,.075
2009,1,5,MIN,Ricky Rubio,,12,42.3,.098
2009,1,6,MIN,Jonny Flynn,Syracuse,3,-1.1,-.015
2009,1,7,GSW,Stephen Curry,Davidson,17,147.1,.195
2009,1,8,NYK,Jordan Hill,Arizona,8,16.4,.102
2009,1,9,TOR,DeMar DeRozan,USC,17,114.1,.126
2009,1,10,MIL,Brandon Jennings,,9,29.9,.085
2009,1,11,NJN,Terrence Williams,Louisville,4,-0.2,-.004
2009,1,12,CHA,Gerald Henderson,Duke,8,18.3,.063
2009,1,13,IND,Tyler Hansbrough,UNC,7,20.2,.134
2009,1,14,PHO,Earl Clark,Louisville,6,2.9,.038
2009,1,15,DET,Austin Daye,Gonzaga,6,4.5,.053
2009,1,16,CHI,James Johnson,Wake Forest,16,27.4,.084
2009,1,17,PHI,Jrue Holiday,UCLA,17,78.1,.105
2009,1,18,MIN,Ty Lawson,UNC,8,42.1,.126
2009,1,19,ATL,Jeff Teague,Wake Forest,12,52.4,.113
2009,1,20,UTA,Eric Maynor,VCU,5,3.3,.041
2009,1,21,NOH,Darren Collison,UCLA,11,49.9,.115
2009,1,22,POR,Victor Claver,,3,0.2,.011
2009,1,23,SAC,Omri Casspi,,10,19.6,.078
2009,1,24,DAL,Byron Mullens,Ohio State,5,0.6,.008
2009,1,25,OKC,Rodrigue Beaubois,,4,4.8,.079
2009,1,26,CHI,Taj Gibson,USC,17,60.5,.125
2009,1,27,MEM,DeMarre Carroll,Missouri,11,29.5,.104
2009,1,28,MIN,Wayne Ellington,UNC,13,21.1,.063
2009,1,29,LAL,Toney Douglas,Florida State,8,12.1,.077
2009,1,30,CLE,Christian Eyenga,,2,-0.4,-.020
2009,3,31,SAC,Jeff Ayres,Arizona State,6,6.3,.131
2009,3,32,WAS,Jermaine Taylor,Central Florida,2,0.2,.014
2009,3,33,POR,Dante Cunningham,Villanova,10,24.9,.080
2009,3,34,DEN,Sergio Llull,,,,
2009,3,35,DET,DaJuan Summers,Georgetown,4,-0.1,-.008
2009,3,36,MEM,Sam Young,Pitt,4,5.2,.063
2009,3,37,SAS,DeJuan Blair,Pitt,7,19.0,.129
2009,3,38,POR,Jon Brockman,Washington,3,3.7,.113
2009,3,39,DET,Jonas Jerebko,,9,25.8,.109
2009,3,40,CHA,Derrick Brown,Xavier,3,4.5,.085
2009,3,41,MIL,Jodie Meeks,Kentucky,10,24.3,.096
2009,3,42,LAL,Patrick Beverley,Arkansas,12,40.2,.109
2009,3,43,MIA,Marcus Thornton,LSU,8,20.0,.085
2009,3,44,DET,Chase Budinger,Arizona,7,13.9,.083
2009,3,45,MIN,Nick Calathes,Florida,2,2.6,.063
2009,3,46,CLE,Danny Green,UNC,15,49.3,.113
2009,3,47,MIN,Henk Norel,,,,
2009,3,48,PHO,Taylor Griffin,Oklahoma,1,0.0,-.039
2009,3,49,ATL,Sergiy Gladyr,,,,
2009,3,50,UTA,Goran Suton,Michigan State,,,
2009,3,51,SAS,Jack McClinton,Miami (FL),,,
2009,3,52,IND,A.J. Price,UConn,6,4.7,.058
2009,3,53,SAS,Nando De Colo,,2,2.4,.081
2009,3,54,CHA,Robert Vaden,UAB,,,
2009,3,55,POR,Patty Mills,Saint Mary's,16,35.9,.094
2009,3,56,DAL,Ahmad Nivins,Saint Joseph's,,,
2009,3,57,PHO,Emir Preldžić,,,,
2009,3,58,BOS,Lester Hudson,University of Tennessee at Martin,4,0.2,.016
2009,3,59,LAL,Chinemelu Elonu,Texas A&M,,,
2009,3,60,MIA,Robert Dozier,Memphis,,,
2010,1,1,WAS,John Wall,Kentucky,11,44.5,.094
2010,1,2,PHI,Evan Turner,Ohio State,10,20.2,.051
2010,1,3,NJN,Derrick Favors,Georgia Tech,12,60.2,.150
2010,1,4,MIN,Wesley Johnson,Syracuse,9,10.7,.038
2010,1,5,SAC,DeMarcus Cousins,Kentucky,11,46.8,.115
2010,1,6,GSW,Ekpe Udoh,Baylor,7,10.4,.088
2010,1,7,DET,Greg Monroe,Georgetown,10,50.4,.137
2010,1,8,LAC,Al-Farouq Aminu,Wake Forest,11,27.6,.075
2010,1,9,UTA,Gordon Hayward,Butler,14,63.5,.119
2010,1,10,IND,Paul George,Fresno State,16,92.0,.140
2010,1,11,NOH,Cole Aldrich,Kansas,8,9.6,.135
2010,1,12,MEM,Xavier Henry,Kansas,5,0.8,.013
2010,1,13,TOR,Ed Davis,UNC,12,43.3,.151
2010,1,14,HOU,Patrick Patterson,Kentucky,11,31.9,.102
2010,1,15,MIL,Larry Sanders,VCU,6,10.3,.107
2010,1,16,MIN,Luke Babbitt,Nevada,8,7.2,.065
2010,1,17,CHI,Kevin Séraphin,,7,5.9,.044
2010,1,18,OKC,Eric Bledsoe,Kentucky,12,46.1,.105
2010,1,19,BOS,Avery Bradley,Texas,12,17.2,.045
2010,1,20,SAS,James Anderson,Oklahoma State,5,3.3,.037
2010,1,21,OKC,Craig Brackins,Iowa State,2,-0.2,-.089
2010,1,22,POR,Elliot Williams,Memphis,4,0.7,.024
2010,1,23,MIN,Trevor Booker,Clemson,8,26.2,.116
2010,1,24,ATL,Damion James,Texas,4,0.0,-.001
2010,1,25,MEM,Dominique Jones,South Florida,3,0.3,.017
2010,1,26,OKC,Quincy Pondexter,Washington,7,9.7,.084
2010,1,27,NJN,Jordan Crawford,Xavier,6,6.3,.044
2010,1,28,MEM,Greivis Vásquez,Maryland,7,12.6,.064
2010,1,29,ORL,Daniel Orton,Kentucky,3,1.0,.093
2010,1,30,WAS,Lazar Hayward,Marquette,3,0.2,.020
2010,3,31,NJN,Tibor Pleiß,,1,-0.1,-.041
2010,3,32,MIA,Dexter Pittman,Texas,4,0.5,.068
2010,3,33,SAC,Hassan Whiteside,Marshall,10,52.0,.197
2010,3,34,POR,Armon Johnson,Nevada,2,-0.1,-.015
2010,3,35,WAS,Nemanja Bjelica,,7,20.0,.104
2010,3,36,DET,Terrico White,Ole Miss,,,
2010,3,37,MIL,Darington Hobson,New Mexico,1,-0.2,-.225
2010,3,38,NYK,Andy Rautins,Syracuse,1,-0.2,-.314
2010,3,39,NYK,Landry Fields,Stanford,5,10.5,.084
2010,3,40,IND,Lance Stephenson,Cincinnati,10,17.5,.066
2010,3,41,MIA,Jarvis Varnado,Mississippi State,2,0.7,.089
2010,3,42,MIA,Da'Sean Butler,West Virginia,,,
2010,3,43,LAL,Devin Ebanks,West Virginia,3,0.5,.035
2010,3,44,MIL,Jerome Jordan,Tulsa,2,1.7,.168
2010,3,45,MIN,Paulão Prestes,,,,
2010,3,46,PHO,Gani Lawal,Georgia Tech,1,0.0,-.009
2010,3,47,MIL,Tiny Gallon,Oklahoma,,,
2010,3,48,MIA,Latavious Williams,,,,
2010,3,49,SAS,Ryan Richards,,,,
2010,3,50,DAL,Solomon Alabi,Florida State,2,0.0,.010
2010,3,51,OKC,Magnum Rolle,Louisiana Tech,,,
2010,3,52,BOS,Luke Harangody,Notre Dame,2,0.9,.048
2010,3,53,ATL,Pape Sy,,1,0.0,-.047
2010,3,54,LAC,Willie Warren,Oklahoma,1,0.2,.065
2010,3,55,UTA,Jeremy Evans,Western Kentucky,7,8.2,.150
2010,3,56,MIN,Hamady N'Diaye,Rutgers University,3,0.0,.013
2010,3,57,IND,Ryan Reid,Florida State,1,0.1,.142
2010,3,58,LAL,Derrick Caracter,Texas-El Paso,1,0.3,.057
2010,3,59,ORL,Stanley Robinson,UConn,,,
2010,3,60,PHO,Dwayne Collins,Miami (FL),,,
2011,1,1,CLE,Kyrie Irving,Duke,14,91.0,.163
2011,1,2,MIN,Derrick Williams,Arizona,7,14.1,.076
2011,1,3,UTA,Enes Freedom,,11,52.8,.157
2011,1,4,CLE,Tristan Thompson,Texas,13,49.3,.116
2011,1,5,TOR,Jonas Valančiūnas,,14,87.6,.172
2011,1,6,WAS,Jan Veselý,,3,4.0,.078
2011,1,7,SAC,Bismack Biyombo,,15,33.3,.094
2011,1,8,DET,Brandon Knight,Kentucky,9,11.6,.042
2011,1,9,CHA,Kemba Walker,UConn,12,59.8,.116
2011,1,10,MIL,Jimmer Fredette,BYU,6,2.2,.033
2011,1,11,GSW,Klay Thompson,Washington State,13,57.6,.094
2011,1,12,UTA,Alec Burks,Colorado,14,31.7,.087
2011,1,13,PHO,Markieff Morris,Kansas,14,27.3,.071
2011,1,14,HOU,Marcus Morris,Kansas,13,39.4,.086
2011,1,15,IND,Kawhi Leonard,San Diego State,14,111.9,.212
2011,1,16,PHI,Nikola Vučević,USC,15,84.3,.125
2011,1,17,NYK,Iman Shumpert,Georgia Tech,10,12.9,.054
2011,1,18,WAS,Chris Singleton,Florida State,3,2.3,.042
2011,1,19,CHA,Tobias Harris,Tennessee,15,80.6,.119
2011,1,20,MIN,Donatas Motiejūnas,,6,7.1,.075
2011,1,21,POR,Nolan Smith,Duke,2,-0.8,-.047
2011,1,22,DEN,Kenneth Faried,Morehead State University,8,38.8,.159
2011,1,23,HOU,Nikola Mirotić,,5,20.8,.129
2011,1,24,OKC,Reggie Jackson,Boston College,14,36.3,.080
2011,1,25,BOS,MarShon Brooks,Providence,5,3.3,.046
2011,1,26,DAL,Jordan Hamilton,Texas,5,3.0,.069
2011,1,27,NJN,JaJuan Johnson,Purdue,1,0.2,.032
2011,1,28,CHI,Norris Cole,Cleveland State University,6,3.0,.018
2011,1,29,SAS,Cory Joseph,Texas,14,32.1,.084
2011,1,30,CHI,Jimmy Butler,Marquette,15,129.4,.207
2011,3,31,MIA,Bojan Bogdanović,,10,37.6,.086
2011,3,32,CLE,Justin Harper,Richmond,3,-0.3,-.093
2011,3,33,DET,Kyle Singler,Duke,6,10.0,.062
2011,3,34,WAS,Shelvin Mack,Butler,8,10.3,.059
2011,3,35,SAC,Tyler Honeycutt,UCLA,2,-0.1,-.049
2011,3,36,NJN,Jordan Williams,Maryland,1,1.3,.101
2011,3,37,LAC,Trey Thompkins,Georgia,1,0.0,.004
2011,3,38,HOU,Chandler Parsons,Florida,9,28.9,.105
2011,3,39,CHA,Jeremy Tyler,,3,0.3,.014
2011,3,40,MIL,Jon Leuer,Wisconsin,8,13.2,.107
2011,3,41,LAL,Darius Morris,Michigan,4,-0.3,-.010
2011,3,42,IND,Dāvis Bertāns,,8,18.6,.105
2011,3,43,CHI,Malcolm Lee,UCLA,3,0.4,.040
2011,3,44,GSW,Charles Jenkins,Hofstra,2,0.5,.017
2011,3,45,NOH,Josh Harrellson,Kentucky,3,2.1,.116
2011,3,46,LAL,Andrew Goudelock,College of Charleston,3,0.0,.003
2011,3,47,LAC,Travis Leslie,Georgia,1,0.1,.060
2011,3,48,ATL,Keith Benson,Oakland,1,0.0,-.005
2011,3,49,MEM,Josh Selby,Kansas,2,-0.7,-.113
2011,3,50,PHI,Lavoy Allen,Temple,6,13.8,.096
2011,3,51,POR,Jon Diebler,Ohio State,,,
2011,3,52,DET,Vernon Macklin,Florida,1,0.5,.161
2011,3,53,ORL,DeAndre Liggins,Kentucky,5,1.6,.040
2011,3,54,CLE,Milan Mačvan,,,,
2011,3,55,BOS,E'Twaun Moore,Purdue,10,14.8,.057
2011,3,56,LAL,Chukwudiebere Maduabum,,,,
2011,3,57,DAL,Tanguy Ngombo,,,,
2011,3,58,LAL,Ater Majok,,,,
2011,3,59,SAS,Ádám Hanga,,,,
2011,3,60,SAC,Isaiah Thomas,Washington,12,45.3,.140
2012,1,1,NOH,Anthony Davis,Kentucky,14,120.1,.208
2012,1,2,CHA,Michael Kidd-Gilchrist,Kentucky,8,21.0,.092
2012,1,3,WAS,Bradley Beal,Florida,14,58.4,.101
2012,1,4,CLE,Dion Waiters,Syracuse,8,8.8,.036
2012,1,5,SAC,Thomas Robinson,Kansas,5,4.6,.053
2012,1,6,POR,Damian Lillard,Weber State,13,118.4,.174
2012,1,7,GSW,Harrison Barnes,UNC,14,66.4,.097
2012,1,8,TOR,Terrence Ross,Washington,11,25.0,.067
2012,1,9,DET,Andre Drummond,UConn,14,80.0,.151
2012,1,10,NOH,Austin Rivers,Duke,11,15.2,.043
2012,1,11,POR,Meyers Leonard,Illinois,10,15.8,.104
2012,1,12,HOU,Jeremy Lamb,UConn,10,26.8,.108
2012,1,13,PHO,Kendall Marshall,UNC,4,1.0,.015
2012,1,14,MIL,John Henson,UNC,8,20.7,.113
2012,1,15,PHI,Maurice Harkless,St. John's,10,23.0,.079
2012,1,16,HOU,Royce White,Iowa State,1,0.0,-.121
2012,1,17,DAL,Tyler Zeller,UNC,8,17.1,.113
2012,1,18,HOU,Terrence Jones,Kentucky,6,14.7,.127
2012,1,19,ORL,Andrew Nicholson,St. Bonaventure,5,3.8,.045
2012,1,20,DEN,Evan Fournier,,12,30.5,.075
2012,1,21,BOS,Jared Sullinger,Ohio State,5,15.3,.113
2012,1,22,BOS,Fab Melo,Syracuse,1,0.0,.021
2012,1,23,ATL,John Jenkins,Vanderbilt,6,3.0,.065
2012,1,24,CLE,Jared Cunningham,Oregon State,4,0.2,.017
2012,1,25,MEM,Tony Wroten,Washington,4,-1.3,-.021
2012,1,26,IND,Miles Plumlee,Duke,7,10.6,.090
2012,1,27,MIA,Arnett Moultrie,Mississippi State,2,1.7,.113
2012,1,28,OKC,Perry Jones,Baylor,3,1.7,.048
2012,1,29,CHI,Marquis Teague,Kentucky,3,-0.9,-.045
2012,1,30,GSW,Festus Ezeli,Vanderbilt,3,5.9,.119
2012,3,31,CHA,Jeff Taylor,Vanderbilt,3,1.3,.024
2012,3,32,WAS,Tomáš Satoranský,,6,17.9,.100
2012,3,33,CLE,Bernard James,Florida State,3,1.9,.117
2012,3,34,CLE,Jae Crowder,Marquette,13,43.0,.102
2012,3,35,GSW,Draymond Green,Michigan State,14,66.3,.117
2012,3,36,SAC,Orlando Johnson,UC Santa Barbara,3,1.4,.059
2012,3,37,TOR,Quincy Acy,Baylor,7,8.7,.078
2012,3,38,DEN,Quincy Miller,Baylor,3,-0.1,-.003
2012,3,39,DET,Khris Middleton,Texas A&M,14,58.2,.111
2012,3,40,POR,Will Barton,Memphis,11,26.5,.074
2012,3,41,POR,Tyshawn Taylor,Kansas,2,-0.9,-.088
2012,3,42,MIL,Doron Lamb,Kentucky,2,0.1,.005
2012,3,43,ATL,Mike Scott,Virginia,9,16.8,.088
2012,3,44,DET,Kim English,Missouri,1,0.2,.021
2012,3,45,PHI,Justin Hamilton,LSU,3,3.7,.091
2012,3,46,NOH,Darius Miller,Kentucky,6,6.5,.059
2012,3,47,UTA,Kevin Murphy,Tennessee Technological University,1,-0.3,-.272
2012,3,48,NYK,Kostas Papanikolaou,,2,0.3,.015
2012,3,49,ORL,Kyle O'Quinn,Norfolk State,8,17.8,.128
2012,3,50,DEN,İzzet Türkyılmaz,,,,
2012,3,51,BOS,Kris Joseph,Syracuse,1,-0.1,-.127
2012,3,52,GSW,Ognjen Kuzmić,,2,0.2,.061
2012,3,53,LAC,Furkan Aldemir,,1,1.4,.122
2012,3,54,PHI,Tornike Shengelia,,2,-0.2,-.032
2012,3,55,DAL,Darius Johnson-Odom,Marquette,2,-0.3,-.597
2012,3,56,TOR,Tomislav Zubčić,,,,
2012,3,57,NJN,İlkan Karaman,,,,
2012,3,58,MIN,Robbie Hummel,Purdue,2,1.9,.066
2012,3,59,SAS,Marcus Denmon,Missouri,,,
2012,3,60,LAL,Robert Sacre,Gonzaga,4,2.4,.042
2013,1,1,CLE,Anthony Bennett,UNLV,4,0.5,.013
2013,1,2,ORL,Victor Oladipo,Indiana,10,25.6,.076
2013,1,3,WAS,Otto Porter Jr.,Georgetown,11,36.7,.132
2013,1,4,CHA,Cody Zeller,Indiana,11,33.5,.140
2013,1,5,PHO,Alex Len,Maryland,12,23.9,.097
2013,1,6,NOH,Nerlens Noel,Kentucky,9,28.3,.132
2013,1,7,SAC,Ben McLemore,Kansas,9,9.0,.035
2013,1,8,DET,Kentavious Caldwell-Pope,Georgia,13,49.2,.084
2013,1,9,MIN,Trey Burke,Michigan,9,12.9,.060
2013,1,10,POR,CJ McCollum,Lehigh,13,54.9,.096
2013,1,11,PHI,Michael Carter-Williams,Syracuse,9,6.6,.032
2013,1,12,OKC,Steven Adams,Pitt,12,63.7,.149
2013,1,13,DAL,Kelly Olynyk,Gonzaga,13,47.1,.123
2013,1,14,UTA,Shabazz Muhammad,UCLA,5,8.5,.085
2013,1,15,MIL,Giannis Antetokounmpo,,13,125.8,.206
2013,1,16,BOS,Lucas Nogueira,,4,6.0,.165
2013,1,17,ATL,Dennis Schröder,,13,34.2,.066
2013,1,18,ATL,Shane Larkin,Miami (FL),4,4.4,.044
2013,1,19,CLE,Sergey Karasev,,3,0.8,.036
2013,1,20,CHI,Tony Snell,New Mexico,9,18.5,.068
2013,1,21,UTA,Gorgui Dieng,Louisville,10,30.7,.117
2013,1,22,BRK,Mason Plumlee,Duke,13,58.4,.148
2013,1,23,IND,Solomon Hill,Arizona,9,11.9,.059
2013,1,24,NYK,Tim Hardaway Jr.,Michigan,13,38.2,.075
2013,1,25,LAC,Reggie Bullock,UNC,11,21.4,.082
2013,1,26,MIN,Andre Roberson,Colorado,7,12.6,.089
2013,1,27,DEN,Rudy Gobert,,13,124.9,.216
2013,1,28,SAS,Livio Jean-Charles,,,,
2013,1,29,OKC,Archie Goodwin,Kentucky,4,1.1,.022
2013,1,30,PHO,Nemanja Nedović,,1,-0.4,-.132
2013,3,31,CLE,Allen Crabbe,California,7,13.7,.072
2013,3,32,OKC,Álex Abrines,,3,5.0,.086
2013,3,33,CLE,Carrick Felix,Arizona State,1,0.0,.057
2013,3,34,HOU,Isaiah Canaan,Murray State,6,4.3,.043
2013,3,35,PHI,Glen Rice Jr.,Georgia Tech,2,-0.2,-.065
2013,3,36,SAC,Ray McCallum,Detroit Mercy,3,2.1,.035
2013,3,37,DET,Tony Mitchell,University of North Texas,1,0.2,.151
2013,3,38,WAS,Nate Wolters,South Dakota State,3,0.9,.028
2013,3,39,POR,Jeff Withey,Kansas,5,6.8,.157
2013,3,40,POR,Grant Jerrett,Arizona,1,-0.1,-.128
2013,3,41,MEM,Jamaal Franklin,San Diego State,2,0.0,-.006
2013,3,42,PHI,Pierre Jackson,Baylor,1,0.0,.021
2013,3,43,MIL,Ricky Ledo,Providence,2,-0.6,-.096
2013,3,44,DAL,Mike Muscala,Bucknell,11,19.2,.112
2013,3,45,POR,Marko Todorović,,,,
2013,3,46,UTA,Erick Green,Virginia Tech,2,0.1,.011
2013,3,47,ATL,Raul Neto,,8,11.6,.082
2013,3,48,LAL,Ryan Kelly,Duke,4,3.0,.046
2013,3,49,CHI,Erik Murphy,Florida,1,-0.1,-.055
2013,3,50,ATL,James Ennis III,Cal State Long Beach,8,16.2,.097
2013,3,51,ORL,Romero Osby,Oklahoma,,,
2013,3,52,MIN,Lorenzo Brown,NC State,5,-0.2,-.007
2013,3,53,IND,Colton Iverson,Colorado State,,,
2013,3,54,WAS,Arsalan Kazemi,Oregon,,,
2013,3,55,MEM,Joffrey Lauvergne,,4,5.2,.089
2013,3,56,DET,Peyton Siva,Louisville,1,-0.2,-.032
2013,3,57,PHO,Alex Oriakhi,Missouri,,,
2013,3,58,SAS,Deshaun Thomas,Ohio State,,,
2013,3,59,MIN,Bojan Dubljević,,,,
2013,3,60,MEM,Jānis Timma,,,,
2014,1,1,CLE,Andrew Wiggins,Kansas,12,37.6,.065
2014,1,2,MIL,Jabari Parker,Duke,8,13.8,.078
2014,1,3,PHI,Joel Embiid,Kansas,10,69.0,.212
2014,1,4,ORL,Aaron Gordon,Arizona,12,50.1,.109
2014,1,5,UTA,Danté Exum,,8,6.6,.053
2014,1,6,BOS,Marcus Smart,Oklahoma State,12,36.2,.085
2014,1,7,LAL,Julius Randle,Kentucky,12,56.9,.108
2014,1,8,SAC,Nik Stauskas,Michigan,6,3.9,.028
2014,1,9,CHO,Noah Vonleh,Indiana,8,9.4,.077
2014,1,10,PHI,Elfrid Payton,Louisiana,9,15.1,.052
2014,1,11,DEN,Doug McDermott,Creighton,12,21.7,.074
2014,1,12,ORL,Dario Šarić,,9,20.8,.090
2014,1,13,MIN,Zach LaVine,UCLA,12,38.6,.082
2014,1,14,PHO,T.J. Warren,NC State,9,20.9,.097
2014,1,15,ATL,Adreian Payne,Michigan State,4,-0.6,-.019
2014,1,16,CHI,Jusuf Nurkić,,12,34.7,.108
2014,1,17,BOS,James Young,Kentucky,4,0.8,.046
2014,1,18,PHO,Tyler Ennis,Syracuse,4,1.3,.026
2014,1,19,CHI,Gary Harris,Michigan State,12,27.5,.076
2014,1,20,TOR,Bruno Caboclo,,7,1.5,.054
2014,1,21,OKC,Mitch McGary,Michigan,2,1.3,.108
2014,1,22,MEM,Jordan Adams,UCLA,2,0.4,.070
2014,1,23,UTA,Rodney Hood,Duke,8,17.4,.076
2014,1,24,CHO,Shabazz Napier,UConn,6,8.1,.065
2014,1,25,HOU,Clint Capela,,12,72.6,.190
2014,1,26,MIA,P.J. Hairston,UNC,2,0.9,.021
2014,1,27,PHO,Bogdan Bogdanović,,9,25.0,.081
2014,1,28,LAC,C.J. Wilcox,Washington,3,0.1,.007
2014,1,29,OKC,Josh Huestis,Stanford,3,0.7,.030
2014,1,30,SAS,Kyle Anderson,UCLA,12,41.3,.122
2014,3,31,MIL,Damien Inglis,,1,-0.1,-.024
